name,description,stars,forks,language,keywords,platform,package_manager_url,homepage,repository_url,status,rank
monailabel,Active Learning Toolkit for Healthcare Imaging,363,129,Python,"3d, 3d-slicer-extension, active-learning, deep-learning, machine-learning, medical-imaging, monai, pytorch, segmentation",Pypi,https://pypi.org/project/monailabel/,https://monai.io/,https://github.com/Project-MONAI/MONAILabel,,11
patchnetvlad,Patch-NetVLAD: An open-source Python implementation of the CVPR2021 paper,348,53,Python,"python, place, recognition, image, retrieval, computer, vision, robotics, descriptors, fusion, local-features, localization, netvlad, patch-netvlad, place-recognition, regions",Pypi,https://pypi.org/project/patchnetvlad/,https://github.com/QVPR/Patch-NetVLAD,https://github.com/QVPR/Patch-NetVLAD,,11
sagemaker-huggingface-inference-toolkit,Open source library for running inference workload with Hugging Face Deep Learning Containers on Amazon SageMaker.,86,27,Python,"NLP, deep-learning, transformer, pytorch, tensorflow, BERT, GPT, GPT-2, AWS, Amazon, SageMaker, Cloud",Pypi,https://pypi.org/project/sagemaker-huggingface-inference-toolkit/,https://github.com/aws/sagemaker-huggingface-inference-toolkit,https://github.com/aws/sagemaker-huggingface-inference-toolkit,,11
torchsr,Super Resolution Networks for pytorch,102,10,Python,"superresolution, pytorch, edsr, rcan, ninasr, datasets, rdn, torchvision, vdsr",Pypi,https://pypi.org/project/torchsr/,https://github.com/Coloquinte/torchSR,https://github.com/Coloquinte/torchSR,,11
alphapose,Real-Time and Accurate Full-Body Multi-Person Pose Estimation&Tracking System,6699,1814,Python,"computer, vision, human, pose, estimation, accurate, alpha-pose, alphapose, crowdpose, full-body, gpu, human-computer-interaction, human-joints, human-pose-estimation, human-pose-tracking, human-tracking, keypoints, person-pose-estimation, pose-estimation, posetracking, pytorch, realtime, skeleton, tracking, whole-body",Pypi,https://pypi.org/project/alphapose/,https://github.com/MVIG-SJTU/AlphaPose,https://github.com/MVIG-SJTU/AlphaPose,,11
conformer-rl,Deep Reinforcement Library for Conformer Generation,6,1,Python,,Pypi,https://pypi.org/project/conformer-rl/,https://github.com/ZimmermanGroup/conformer-rl,https://github.com/ZimmermanGroup/conformer-rl,,11
torch-explain,PyTorch Explain: Logic Explained Networks in Python.,48,1,Jupyter Notebook,"deep-learning, entropy, explainability, explainable-ai, lens, logic, machine-learning, neural-network, python, pytorch, sympy",Pypi,https://pypi.org/project/torch-explain/,https://github.com/pietrobarbiero/pytorch_explain,https://github.com/pietrobarbiero/pytorch_explain,,11
monailabel-weekly,Active Learning Toolkit for Healthcare Imaging,363,129,Python,"3d, 3d-slicer-extension, active-learning, deep-learning, machine-learning, medical-imaging, monai, pytorch, segmentation",Pypi,https://pypi.org/project/monailabel-weekly/,https://monai.io/,https://github.com/Project-MONAI/MONAILabel,,11
face-detection,A simple and lightweight package for state of the art face detection with GPU support.,133,34,Python,,Pypi,https://pypi.org/project/face-detection/,https://github.com/hukkelas/DSFD-Pytorch-Inference,https://github.com/hukkelas/DSFD-Pytorch-Inference,,11
ezyrb,Easy Reduced Basis,49,44,Jupyter Notebook,"pod, interpolation, reduced-basis, model-order-reduction, autoencoder, data-driven, hacktoberfest, model-reduction, non-intrusive-model-order-reduction, pod-gpr, pod-interpolation, pod-nn, proper-orthogonal-decomposition",Pypi,https://pypi.org/project/ezyrb/,https://github.com/mathLab/EZyRB,https://github.com/mathLab/EZyRB,,11
text-sim,Chinese text similarity calculation package of Tensorflow/Pytorch,38,14,Python,"similarity, tensorflow, pytorch, classification, bert, deep-learning, mechine-learing, model, nlp, text-classification, transformer",Pypi,https://pypi.org/project/text-sim/,https://github.com/DengBoCong/text-similarity,https://github.com/DengBoCong/text-similarity,,11
spock-config,Spock is a framework designed to help manage complex parameter configurations for Python applications,72,9,Python,"configuration, argparse, parameters, machine, learning, deep, reproducibility, hyper-parameter, tuning, configuration-management, machine-learning, python3",Pypi,https://pypi.org/project/spock-config/,https://github.com/fidelity/spock,https://github.com/fidelity/spock,,11
textwiser,TextWiser: Text Featurization Library,28,6,Python,"bert, natural-language-processing, nlp, text-featurization",Pypi,https://pypi.org/project/textwiser/,https://github.com/fidelity/textwiser,https://github.com/fidelity/textwiser,,11
alnlp,NLP metrics.,11383,2235,Python,"nlp, metrics, data-science, deep-learning, natural-language-processing, python, pytorch",Pypi,https://pypi.org/project/alnlp/,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,,11
small-text,Active Learning for Text Classifcation in Python.,390,41,Python,"active, learning, text, classification, active-learning, deep-learning, machine-learning, natural-language-processing, nlp, python, pytorch, text-classification, transformers",Pypi,https://pypi.org/project/small-text/,https://github.com/webis-de/small-text,https://github.com/webis-de/small-text,,11
torchstat,torchstat: The Pytorch Model Analyzer.,804,84,Python,"python, pytorch",Pypi,https://pypi.org/project/torchstat/,https://github.com/Swall0w/torchstat,https://github.com/Swall0w/torchstat,,11
photosynthesis-metrics,Measures and metrics for image2image tasks. PyTorch.,553,49,Python,"brisque, fid, gan, generative-models, image-metrics, image-quality, image-quality-assessment, image-to-image, iqa, kid, measures, metrics, ms-ssim, mse, psnr, python3, pytorch, ssim, vif",Pypi,https://pypi.org/project/photosynthesis-metrics/,https://github.com/photosynthesis-team/photosynthesis.metrics,https://github.com/photosynthesis-team/photosynthesis.metrics,,11
pywick,High-level batteries-included neural network training library for Pytorch,328,37,Python,"ai, artificial, intelligence, pytorch, classification, deep, learning, neural, networks, semantic-segmentation, framework, deep-learning, neural-networks",Pypi,https://pypi.org/project/pywick/,https://github.com/achaiah/pywick,https://github.com/achaiah/pywick,,11
banditml,Lightweight library for training & serving contextual bandit models.,117,8,Python,"bandits, contextual-bandits, neural-networks, personalization, pytorch, reinforcement-learning",Pypi,https://pypi.org/project/banditml/,https://github.com/banditml/banditml,https://github.com/banditml/banditml,,11
mmocr,"OpenMMLab Text Detection, OCR, and NLP Toolbox",3104,588,Python,"Text, Detection, OCR, KIE, NLP, abinet, crnn, dbnet, deep-learning, fcenet, key-information-extraction, maskrcnn, pan, panet, psenet, pytorch, robustscanner, sar, satrn, sdmg-r, segmentation-based-text-recognition, text-detection, text-recognition, textsnake",Pypi,https://pypi.org/project/mmocr/,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,,11
memery,Search over large image datasets with natural language and computer vision!,93,7,Jupyter Notebook,"computer-vision, local-search, natural-language",Pypi,https://pypi.org/project/memery/,https://deepfates.github.io/memery,https://github.com/deepfates/memery,,11
heareval,Holistic Evaluation of Audio Representations (HEAR) 2021 -- Evaluation Kit,32,8,Jupyter Notebook,,Pypi,https://pypi.org/project/heareval/,https://github.com/hearbenchmark/hear-eval-kit,https://github.com/hearbenchmark/hear-eval-kit,,11
parallelformers,An Efficient Model Parallelization Toolkit for Deployment,578,46,Python,,Pypi,https://pypi.org/project/parallelformers/,https://github.com/tunib-ai/parallelformers,https://github.com/tunib-ai/parallelformers,,11
infery,Deci Run-Time Engine,28,1,Jupyter Notebook,"Deci, AI, Inference, Deep, Learning, coreml, deep-learning, infery, jetson, jetson-nano, jetson-orin, jetson-xavier, onnx, onnxruntime, openvino, orin, profiling, python, pytorch, tensorflow, tensorrt, tflite, torchscript",Pypi,https://pypi.org/project/infery/,https://github.com/Deci-AI/infery-examples,https://github.com/Deci-AI/infery-examples,,11
ont-bonito,A PyTorch Basecaller for Oxford Nanopore Reads,319,98,Python,"basecalling, nanopore, pytorch",Pypi,https://pypi.org/project/ont-bonito/,https://github.com/nanoporetech/bonito,https://github.com/nanoporetech/bonito,,11
infery-gpu,Deci Run-Time Engine,28,1,Jupyter Notebook,"Deci, AI, Inference, Deep, Learning, coreml, deep-learning, infery, jetson, jetson-nano, jetson-orin, jetson-xavier, onnx, onnxruntime, openvino, orin, profiling, python, pytorch, tensorflow, tensorrt, tflite, torchscript",Pypi,https://pypi.org/project/infery-gpu/,https://github.com/Deci-AI/infery-examples,https://github.com/Deci-AI/infery-examples,,11
bert-pytorch,Google AI 2018 BERT pytorch implementation,5272,1189,Python,"bert, language-model, nlp, pytorch, transformer",Pypi,https://pypi.org/project/bert-pytorch/,https://github.com/codertimo/BERT-pytorch,https://github.com/codertimo/BERT-pytorch,,11
smartredis,RedisAI clients for SmartSim,36,19,C++,"redis, clients, hpc, ai, deep, learning, machine-learning, redis-client, redisai",Pypi,https://pypi.org/project/smartredis/,https://github.com/CrayLabs/SmartRedis,https://github.com/CrayLabs/SmartRedis,,11
sbi,Simulation-based inference.,374,88,Python,"bayesian, parameter, inference, system_identification, simulator, PyTorch, bayesian-inference, likelihood-free-inference, machine-learning, parameter-estimation, simulation-based-inference",Pypi,https://pypi.org/project/sbi/,https://github.com/mackelab/sbi,https://github.com/mackelab/sbi,,11
torchgan,Research Framework for easy and efficient training of GANs based on Pytorch,1220,149,Python,"deep, learning, pytorch, GAN, AI, computer-vision, deep-learning, gans, generative-adversarial-networks, generative-model, machine-learning, neural-networks, python, python3",Pypi,https://pypi.org/project/torchgan/,https://github.com/torchgan/torchgan,https://github.com/torchgan/torchgan,,11
peekingduck,A modular framework built to simplify Computer Vision inference workloads.,140,32,Python,"'peekingduck', 'computer, vision', 'inference', 'edge', computer-vision, deep-learning, nodes, object-detection, object-tracking, pipeline, pose-estimation, python",Pypi,https://pypi.org/project/peekingduck/,https://github.com/aisingapore/PeekingDuck,https://github.com/aisingapore/PeekingDuck,,11
microsoft-recommenders,Recommender System Utilities,14985,2630,Python,"recommendations, recommenders, recommender, system, engine, machine, learning, python, spark, gpu, artificial-intelligence, azure, data-science, deep-learning, jupyter-notebook, kubernetes, machine-learning, microsoft, operationalization, ranking, rating, recommendation, recommendation-algorithm, recommendation-engine, recommendation-system, tutorial",Pypi,https://pypi.org/project/microsoft-recommenders/,https://github.com/microsoft/recommenders,https://github.com/microsoft/recommenders,,11
rastervision,An open source framework for deep learning on satellite and aerial imagery,1787,349,Python,"raster, deep-learning, ml, computer-vision, earth-observation, geospatial, geospatial-processing, classification, machine-learning, object-detection, pytorch, remote-sensing, semantic-segmentation",Pypi,https://pypi.org/project/rastervision/,https://github.com/azavea/raster-vision,https://github.com/azavea/raster-vision,,11
gamestonk-terminal,Financial instrument information gathering tool,19264,2008,Python,"artificial-intelligence, crypto, cryptocurrency, economics, finance, investment, investment-research, machine-learning, openbb, python, quantitative-finance, stocks",Pypi,https://pypi.org/project/gamestonk-terminal/,https://github.com/DidierRLopes/GamestonkTerminal,https://github.com/DidierRLopes/GamestonkTerminal,,11
recommendation-systems,Recommender System Utilities,14985,2630,Python,"recommendations, recommenders, recommender, system, engine, machine, learning, python, spark, gpu, artificial-intelligence, azure, data-science, deep-learning, jupyter-notebook, kubernetes, machine-learning, microsoft, operationalization, ranking, rating, recommendation, recommendation-algorithm, recommendation-engine, recommendation-system, tutorial",Pypi,https://pypi.org/project/recommendation-systems/,https://github.com/microsoft/recommenders,https://github.com/microsoft/recommenders,,11
nvflare,Federated Learning Application Runtime Environment,312,75,Python,python,Pypi,https://pypi.org/project/nvflare/,https://github.com/NVIDIA/NVFlare,https://github.com/NVIDIA/NVFlare,,11
clean-fid,FID calculation in PyTorch with proper image resizing and quantization steps,619,47,Python,"computer-graphics, computer-vision, deep-learning, fid, fid-calculation, fid-score, frechet-distance, frechet-inception-distance, gan, generative-adversarial-network, image-generation, image-manipulation, pytorch",Pypi,https://pypi.org/project/clean-fid/,https://github.com/GaParmar/clean-fid,https://github.com/GaParmar/clean-fid,,11
alignn,alignn,96,48,Python,,Pypi,https://pypi.org/project/alignn/,https://github.com/usnistgov/alignn,https://github.com/usnistgov/alignn,,11
d3rlpy,An offline deep reinforcement learning library,845,157,Python,"deep-learning, deep-reinforcement-learning, offline-rl, pytorch",Pypi,https://pypi.org/project/d3rlpy/,https://github.com/takuseno/d3rlpy,https://github.com/takuseno/d3rlpy,,11
api-inference-community,A package with helper tools to build an API Inference docker app for Hugging Face API inference using huggingface_hub,42,26,Python,hacktoberfest,Pypi,https://pypi.org/project/api-inference-community/,http://github.com/huggingface/api-inference-community,https://github.com/huggingface/api-inference-community,,11
webdataset-latch,Repackaged with modifications.,1172,106,Python,"object, store, client, deep, learning, data-augmentation, deep-learning, pytorch, webdataset, webdataset-format",Pypi,https://pypi.org/project/webdataset-latch/,http://github.com/tmbdev/webdataset,https://github.com/tmbdev/webdataset,,11
cnstd,"Python3 package for Chinese/English STR (Scene Text Recognition), with small pretrained models",352,76,Python,"deep-learning, math-formula-detection, object-detection, pytorch, text-detection",Pypi,https://pypi.org/project/cnstd/,https://github.com/breezedeus/cnstd,https://github.com/breezedeus/cnstd,,11
allosaurus,a multilingual phone recognizer,199,29,Python,"phonetics, pytorch, speech, speech-recognition",Pypi,https://pypi.org/project/allosaurus/,https://github.com/xinjli/allosaurus,https://github.com/xinjli/allosaurus,,11
torchani,PyTorch implementation of ANI,342,92,Python,"deep-learning, force-field, molecular-simulation, neural-network, quantum-chemistry, quantum-mechanics",Pypi,https://pypi.org/project/torchani/,https://github.com/aiqm/torchani,https://github.com/aiqm/torchani,,11
whatlies,Tools to help uncover `whatlies` in word embeddings.,349,42,Python,"embeddings, nlp, visualisations",Pypi,https://pypi.org/project/whatlies/,https://koaning.github.io/whatlies/,https://github.com/koaning/whatlies,,11
torch-dreams,"Making neural networks more interpretable, for research and art",217,13,Python,"PyTorch, machine, learning, neural, networks, convolutional, feature, visualization, optimization, colab, deep-dream, deep-learning, feature-visualization",Pypi,https://pypi.org/project/torch-dreams/,https://github.com/Mayukhdeb/torch-dreams,https://github.com/Mayukhdeb/torch-dreams,,11
nixtlats,Machine learning for time series forecasting,1181,114,Python,"machine, learning, time, series, forecasting, deep, deep-learning, deep-neural-networks, deepar, esrnn, machine-learning, nbeats, nbeatsx, neural-network, nhits, pytorch, tft, time-series, transformer",Pypi,https://pypi.org/project/nixtlats/,https://github.com/Nixtla/nixtlats/tree/master/,https://github.com/Nixtla/nixtlats,,11
graphgym,GraphGym: platform for designing and evaluating Graph Neural Networks (GNN),1222,145,Python,,Pypi,https://pypi.org/project/graphgym/,https://github.com/snap-stanford/graphgym,https://github.com/snap-stanford/graphgym,,11
mlcomp,"Machine learning pipelines. Especially, for competitions, like Kaggle",175,21,Python,"artificial-intelligence, automl, computer-vision, deep-learning, distributed-computing, infrastructure, machine-learning, python, pytorch, research",Pypi,https://pypi.org/project/mlcomp/,https://github.com/catalyst-team/mlcomp,https://github.com/catalyst-team/mlcomp,,11
routing-transformer,Routing Transformer (Pytorch),203,25,Python,"transformers, attention, artificial, intelligence, artificial-intelligence, attention-mechanism, deep-learning, pytorch, transformer",Pypi,https://pypi.org/project/routing-transformer/,https://github.com/lucidrains/routing-transformer,https://github.com/lucidrains/routing-transformer,,11
deeplite-profiler,Profiler for deep learning models,23,6,Python,"profiler, deep_neural_network, deep_learning, torch, deeplite, metrics",Pypi,https://pypi.org/project/deeplite-profiler/,https://github.com/Deeplite/deeplite-profiler,https://github.com/Deeplite/deeplite-profiler,,11
torchkge,Knowledge Graph embedding in Python and PyTorch.,303,39,Python,torchkge,Pypi,https://pypi.org/project/torchkge/,https://github.com/torchkge-team/torchkge,https://github.com/torchkge-team/torchkge,,11
deeplite-torch-zoo,The deeplite-torch-zoo package is a collection of popular pretrained deep learning models and their datasets for PyTorch framework.,24,6,Python,"deep_neural_network, deep_learning, zoo, model, datasets, pytorch, deeplite",Pypi,https://pypi.org/project/deeplite-torch-zoo/,https://github.com/Deeplite/deeplite-torch-zoo,https://github.com/Deeplite/deeplite-torch-zoo,,11
fathom-web,Commandline tools for training Fathom rulesets,1896,80,JavaScript,"machine, learning, ml, semantic, extraction",Pypi,https://pypi.org/project/fathom-web/,https://mozilla.github.io/fathom/,https://github.com/mozilla/fathom,,11
cnocr,"Python3 package for Chinese/English OCR, with small pretrained models",1963,373,Python,"chinese-character-recognition, english-character-recognition, ocr, ocr-python, pytorch",Pypi,https://pypi.org/project/cnocr/,https://github.com/breezedeus/cnocr,https://github.com/breezedeus/cnocr,,11
lassonet,Reference implementation of LassoNet,113,34,Python,,Pypi,https://pypi.org/project/lassonet/,https://github.com/lasso-net/lassonet,https://github.com/lasso-net/lassonet,,11
torchtyping,"Runtime type annotations for the shape, dtype etc. of PyTorch Tensors.",663,11,Python,"shape, typing, pytorch, tensors, python-typing, named-tensors",Pypi,https://pypi.org/project/torchtyping/,https://github.com/patrick-kidger/torchtyping,https://github.com/patrick-kidger/torchtyping,,11
awesome-align,An awesome word alignment tool,154,29,Python,,Pypi,https://pypi.org/project/awesome-align/,https://github.com/neulab/awesome-align,https://github.com/neulab/awesome-align,,11
TorchCRF,An Implementation of Conditional Random Fields in pytorch,41,8,Python,"crf, conditional, random, fields, nlp, natural, language, processing, conditional-random-fields, named-entity-recognition, ner, pytorch",Pypi,https://pypi.org/project/TorchCRF/,https://github.com/s14t284/TorchCRF,https://github.com/s14t284/TorchCRF,,11
neurst,Neural Speech Translation Toolkit,217,38,Python,neurst,Pypi,https://pypi.org/project/neurst/,https://github.com/bytedance/neurst,https://github.com/bytedance/neurst,,11
spyrit,Demo package,6,7,Python,"tutorial, package, deep-learning, image-reconstruction, medical-imaging, pypi, python, single-pixel-camera, torch",Pypi,https://pypi.org/project/spyrit/,https://github.com/openspyrit/spyrit,https://github.com/openspyrit/spyrit,,11
minicons,A package of useful functions to analyze transformer based language models.,37,5,Python,"transformers, language, models, nlp, interpretability, language-model, natural-language-processing",Pypi,https://pypi.org/project/minicons/,https://github.com/kanishkamisra/minicons,https://github.com/kanishkamisra/minicons,,11
fickling,A static analyzer and interpreter for Python pickle data,165,22,Python,,Pypi,https://pypi.org/project/fickling/,https://github.com/trailofbits/fickling,https://github.com/trailofbits/fickling,,11
openpifpaf,PifPaf: Composite Fields for Human Pose Estimation,992,221,Python,"composite-fields, computer-vision, deep-learning, human-pose-estimation, keypoint-estimation, pose-estimation",Pypi,https://pypi.org/project/openpifpaf/,https://github.com/openpifpaf/openpifpaf,https://github.com/openpifpaf/openpifpaf,,11
LibRecommender,Versatile end-to-end recommender system.,208,47,Python,"Collaborative, Filtering, Recommender, System, collaborative-filtering, ctr-prediction, cython, deep-learning, graph-neural-networks, pytorch, recommendation-system, recommender-system, sequential-recommendation, tensorflow",Pypi,https://pypi.org/project/LibRecommender/,https://github.com/massquantity/LibRecommender,https://github.com/massquantity/LibRecommender,,11
nncf,Neural Networks Compression Framework,558,160,Python,"compression, quantization, sparsity, mixed-precision-training, quantization-aware-training, hawq, classification, pruning, object-detection, semantic-segmentation, nas, nlp, bert, transformers, mmdetection, pytorch, tensorflow",Pypi,https://pypi.org/project/nncf/,https://github.com/openvinotoolkit/nncf,https://github.com/openvinotoolkit/nncf,,11
fastt5,boost inference speed of T5 models by 5x & reduce the model size by 3x using fastT5.,360,45,Python,"T5, ONNX, onnxruntime, NLP, transformer, quantization, generate, text, summarization, translation, q&a, qg, machine, learning, inference, fast, deep-learning, fastt5, inference-speed, python, pytorch, quantized-onnx-models, question-answering",Pypi,https://pypi.org/project/fastt5/,https://github.com/Ki6an/fastT5,https://github.com/Ki6an/fastT5,,11
odak,"Odak, the fundamental Python library for scientific computing in optical sciences.",104,36,Python,"optics, holography, perception, graphics, cluster-computing, color, computational-display, computational-imaging, computational-optics, computer-generated-holography, computer-graphics, deep-learning, jones-calculus, lensless, machine-learning, numpy, odak, python, pytorch, raytracing, wave-optics",Pypi,https://pypi.org/project/odak/,https://github.com/kaanaksit/odak,https://github.com/kaanaksit/odak,,11
simpa,Simulation and Image Processing for Photonics and Acoustics,33,9,Python,"simulation, photonics, acoustics, image-processing, photoacoustic-imaging, research-software",Pypi,https://pypi.org/project/simpa/,https://github.com/IMSY-DKFZ/simpa,https://github.com/IMSY-DKFZ/simpa,,11
rxnmapper,Reaction atom-mapping from transfomers,184,45,Python,"atom-mapping, chemistry, reactions, rxn, smiles, transformer",Pypi,https://pypi.org/project/rxnmapper/,https://github.com/rxn4chemistry/rxnmapper,https://github.com/rxn4chemistry/rxnmapper,,11
crowd-kit,Computational Quality Control for Crowdsourcing,128,10,Python,"crowdsourcing, quality, control, answer, aggregation, aggregations, annotation, crowd, data-mining, data-science, labeling, python, quality-control, toloka",Pypi,https://pypi.org/project/crowd-kit/,https://github.com/Toloka/crowd-kit,https://github.com/Toloka/crowd-kit,,11
toad,"Toad is dedicated to facilitating model development process, especially for a scorecard.",376,154,Python,"credit-risk, credit-scoring, data-analysis, financial-analysis, python3, scorecard, toad",Pypi,https://pypi.org/project/toad/,https://github.com/amphibian-dev/toad,https://github.com/amphibian-dev/toad,,11
ptgnn,Graph Neural Network library for PyTorch,304,36,Python,"deep-learning, geometric-deep-learning, gnn, graph-neural-networks, pytorch",Pypi,https://pypi.org/project/ptgnn/,https://github.com/microsoft/ptgnn/,https://github.com/microsoft/ptgnn,,11
germansentiment,A python package for german language sentiment classification.,36,7,Python,"bert-model, deep-learning, german, machine-learning, python-library, sentiment-analysis, sentiment-classification",Pypi,https://pypi.org/project/germansentiment/,https://github.com/oliverguhr/german-sentiment-lib,https://github.com/oliverguhr/german-sentiment-lib,,11
En-transformer,E(n)-Equivariant Transformer,146,22,Python,"artificial, intelligence, deep, learning, equivariance, transformer, artificial-intelligence, attention-mechanism, deep-learning",Pypi,https://pypi.org/project/En-transformer/,https://github.com/lucidrains/En-transformer,https://github.com/lucidrains/En-transformer,,11
openchat,Opensource chatting framework for generative models,342,29,Python,,Pypi,https://pypi.org/project/openchat/,https://github.com/hyunwoongko/dialogpt-chat,https://github.com/hyunwoongko/dialogpt-chat,,11
texar-pytorch,Toolkit for Machine Learning and Text Generation,709,115,Python,"bert, casl-project, data-processing, deep-learning, dialog-systems, gpt-2, machine-learning, machine-translation, natural-language-processing, python, pytorch, roberta, texar, texar-pytorch, text-data, text-generation, xlnet",Pypi,https://pypi.org/project/texar-pytorch/,https://github.com/asyml/texar-pytorch,https://github.com/asyml/texar-pytorch,,11
ratsnlp,tools for Natural Language Processing,52,12,Python,,Pypi,https://pypi.org/project/ratsnlp/,https://github.com/ratsgo/ratsnlp,https://github.com/ratsgo/ratsnlp,,11
fuse-med-ml,Open-source PyTorch based framework designed to facilitate deep learning R&D in medical imaging,72,26,Python,"ai, cmmd, collaboration, ct, deep-learning, fuse, fuse-med-ml, fusemedml, hacktoberfest, healthcare, isic, knight-challenge, machine-learning, medical, medical-imaging, multimodality, python, pytorch, stoic, vision",Pypi,https://pypi.org/project/fuse-med-ml/,https://github.com/BiomedSciAI/fuse-med-ml/,https://github.com/BiomedSciAI/fuse-med-ml,,11
deepecho,Create sequential synthetic data of mixed types using a GAN.,53,10,Python,"deepecho, data-generation, deep-learning, generative-adversarial-network, sdv, synthetic-data, synthetic-data-generation, time-series",Pypi,https://pypi.org/project/deepecho/,https://github.com/sdv-dev/DeepEcho,https://github.com/sdv-dev/DeepEcho,,11
fathom-web,Commandline tools for training Fathom rulesets,1896,80,JavaScript,"machine, learning, ml, semantic, extraction",Pypi,https://pypi.org/project/fathom-web/,https://mozilla.github.io/fathom/,https://github.com/mozilla/fathom,,11
clip-anytorch,# CLIP,9,5,Jupyter Notebook,,Pypi,https://pypi.org/project/clip-anytorch/,https://github.com/rom1504/CLIP,https://github.com/rom1504/CLIP,,11
fastmri,A large-scale dataset of both raw MRI measurements and clinical MRI images.,887,303,Python,"convolutional-neural-networks, deep-learning, fastmri, fastmri-challenge, fastmri-dataset, medical-imaging, mri, mri-reconstruction, pytorch",Pypi,https://pypi.org/project/fastmri/,https://fastmri.org,https://github.com/facebookresearch/fastMRI,,11
ohmeow-blurr,A library designed for fastai developers who want to train and deploy Hugging Face transformers,202,19,Jupyter Notebook,"fastai, huggingface, transformers, classification, ner, ""token, classification"", ""question, answer"", summarization, translation, ""language, modeling""",Pypi,https://pypi.org/project/ohmeow-blurr/,https://github.com/ohmeow/blurr/tree/master/,https://github.com/ohmeow/blurr,,11
cnocr,"Python3 package for Chinese/English OCR, with small pretrained models",1963,373,Python,"chinese-character-recognition, english-character-recognition, ocr, ocr-python, pytorch",Pypi,https://pypi.org/project/cnocr/,https://github.com/breezedeus/cnocr,https://github.com/breezedeus/cnocr,,11
clinicadl,Framework for the reproducible processing of neuroimaging data with deep learning methods,126,48,Python,"bids, image, processing, deep, learning, neuroimaging, neuroscience, alzheimer-disease, brain-imaging, convolutional-neural-network, deep-learning, medical-imaging, python, pytorch",Pypi,https://pypi.org/project/clinicadl/,https://clinicadl.readthedocs.io,https://github.com/aramis-lab/clinicadl,,11
face-detection,A simple and lightweight package for state of the art face detection with GPU support.,133,34,Python,,Pypi,https://pypi.org/project/face-detection/,https://github.com/hukkelas/DSFD-Pytorch-Inference,https://github.com/hukkelas/DSFD-Pytorch-Inference,,11
mmaction2,OpenMMLab Video Understanding Toolbox and Benchmark,2794,934,Python,"computer, vision, video, understanding, action-recognition, ava, benchmark, deep-learning, i3d, non-local, openmmlab, posec3d, pytorch, slowfast, spatial-temporal-action-detection, temporal-action-localization, tsm, tsn, video-classification, video-understanding, x3d",Pypi,https://pypi.org/project/mmaction2/,https://github.com/open-mmlab/mmaction2,https://github.com/open-mmlab/mmaction2,,11
torch-fidelity,High-fidelity performance metrics for generative models in PyTorch,479,35,Python,"reproducibility, fidelity, deep, generative, adversarial, networks, gan, inception, score, frechet, distance, kernel, perceptual, path, length, isc, fid, kid, lpips, ppl, evaluation, frechet-inception-distance, generative-model, inception-score, kernel-inception-distance, metrics, perceptual-path-length, precision, pytorch, reproducible-research",Pypi,https://pypi.org/project/torch-fidelity/,https://www.github.com/toshas/torch-fidelity,https://github.com/toshas/torch-fidelity,,11
pfio,PFN IO library,45,15,Python,"filesystem, hdfs, chainer, development",Pypi,https://pypi.org/project/pfio/,http://github.com/pfnet/pfio,https://github.com/pfnet/pfio,,11
torch-hd,Torchhd is a Python library for Hyperdimensional Computing,47,10,Python,"hd-computing, hdc, hyperdimensional-computing, pytorch, symbolic-ai, vector-symbolic-architectures, vsa",Pypi,https://pypi.org/project/torch-hd/,https://github.com/hyperdimensional-computing/torchhd,https://github.com/hyperdimensional-computing/torchhd,,11
reciprocalspaceship,Tools for exploring reciprocal space,24,9,Python,"crystallography, pandas, xray, xray-diffraction",Pypi,https://pypi.org/project/reciprocalspaceship/,https://rs-station.github.io/reciprocalspaceship/,https://github.com/rs-station/reciprocalspaceship,,11
monailabel,Active Learning Toolkit for Healthcare Imaging,363,129,Python,"3d, 3d-slicer-extension, active-learning, deep-learning, machine-learning, medical-imaging, monai, pytorch, segmentation",Pypi,https://pypi.org/project/monailabel/,https://monai.io/,https://github.com/Project-MONAI/MONAILabel,,11
tonic,Neuromorphic datasets and transformations.,101,31,Python,"augmentation, datasets, event-based, neuromorphic, spikes, transformations",Pypi,https://pypi.org/project/tonic/,https://tonic.readthedocs.io,,,11
TorchCRF,An Implementation of Conditional Random Fields in pytorch,41,8,Python,"crf, conditional, random, fields, nlp, natural, language, processing, conditional-random-fields, named-entity-recognition, ner, pytorch",Pypi,https://pypi.org/project/TorchCRF/,https://github.com/s14t284/TorchCRF,https://github.com/s14t284/TorchCRF,,11
nyaggle,Code for Kaggle and Offline Competitions.,222,23,Python,"nyaggle, kaggle, experiment-tracking, feature-engineering, machine-learning, ml",Pypi,https://pypi.org/project/nyaggle/,https://github.com/nyanp/nyaggle,https://github.com/nyanp/nyaggle,,11
blitz-bayesian-pytorch,A simple and extensible library to create Bayesian Neural Network Layers on PyTorch without trouble and with full integration with nn.Module and nn.Sequential.,612,85,Python,"bayesian-deep-learning, bayesian-layers, bayesian-neural-networks, pytorch, pytorch-implementation, pytorch-tutorial",Pypi,https://pypi.org/project/blitz-bayesian-pytorch/,https://github.com/piEsposito/blitz-bayesian-deep-learning,https://github.com/piEsposito/blitz-bayesian-deep-learning,,11
